NEName,,SiteCode,SiteName,Vendor,Suffix,SiteCategory,Powertype,Area,Office,SiteSeverity
10328,LTE,0178CA,U_A_0178CA_KATAMIA-TWN,Huawei,A,VIP & NODAL,Main Power,Cairo East,Nasr City,Golden
10750,LTE,0909CA,U_N_0909CA_STH-INVESTORS,Huawei,N,NODAL,Main Power,Cairo East,Nasr City,Golden
10679,LTE,0897CA,U_H_0897CA_NEW-CA-NARGES2,Huawei,H,NODAL,Main Power,Cairo East,Nasr City,Golden
10332,LTE,3533CA,U_G_3533CA_NEW-CA-MP,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10746,LTE,0903CA,U_W_0903CA_NTH-INVESTORS,Huawei,W,VIP & NODAL,Main Power,Cairo East,Nasr City,Golden
10295,LTE,3653CA,U_G_3653CA_REHAB-CLB-2,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10197,LTE,0448CA,U_S_0448CA_KATAMIA-EST,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10342,LTE,3530CA,U_S_3530CA_NARGES-BLDS2,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10338,LTE,0676CA,U_S_0676CA_NEW-CAIRO4,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Golden
10316,LTE,0896CA,U_S_0896CA_NEW-CA-NARGES,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10502,LTE,0477CA,U_H_0477CA_ARABIA,Huawei,H,NODAL,Main Power,Cairo East,Nasr City,Golden
10219,LTE,3448CA,U_S_3448CA_REHAB-GATE-6,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10535,LTE,3463CA,U_S_3463CA_KATAMEYA-PALMS,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10314,LTE,3822CA,U_V_3822CA_PORTO-CA-MALL,Huawei,V,VIP,Main Power,Cairo East,Nasr City,Silver
11165,LTE,1569CA,U_S_1569CA_I-AHRAM-BEVRGES,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10631,LTE,3382DE,U_S_3382DE_OBOUR-MUBARAK,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10777,LTE,3612CA,U_S_3612CA_NC-DAMAC,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10470,LTE,2439CA,U_S_2439CA_M-OASIS,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10300,LTE,3892CA,U_S_3892CA_REHAB-CLB-EXT,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10296,LTE,3893CA,U_S_3893CA_REHAB-MRKT,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10743,LTE,0899CA,U_S_0899CA_NEW-CA-ACADEMY,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10297,LTE,3894CA,U_S_3894CA_REHAB-STAGE7,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10632,LTE,3897CA,U_S_3897CA_MIRAG-MALL,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10449,LTE,1477CA,U_S_1477CA_I-T3-APT-HTL,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
CAIRO-EXCH01,BSC,BSC,CAIRO-EXCH01,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
CAIRO-EXCH02,BSC,BSC,CAIRO-EXCH02,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
FARZ-01_HUA,BSC,BSC,FARZ-01_HUA,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
FARZ-EXCH-02-HUA,BSC,BSC,FARZ-EXCH-02-HUA,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
MARG-EXCH,BSC,BSC,MARG-EXCH,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
MATAR-EXCH,BSC,BSC,MATAR-EXCH,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
MATAR-RD,BSC,BSC,MATAR-RD,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
MATAR-RD-HUA,BSC,BSC,MATAR-RD-HUA,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
NASR-2-EXCH-HUA,BSC,BSC,NASR-2-EXCH-HUA,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
NEW CAIRO 5,BSC,BSC,NEW CAIRO 5,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
NOZHA-EXCH-HUA,BSC,BSC,NOZHA-EXCH-HUA,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
OBOUR-MSC,BSC,BSC,OBOUR-MSC,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
ObourRNC,BSC,BSC,ObourRNC,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
October-2_RNC,BSC,BSC,October-2_RNC,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
RODA-EXCH-HUA,BSC,BSC,RODA-EXCH-HUA,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
SHOROUK-EXCH,BSC,BSC,SHOROUK-EXCH,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
SHOUBRA-KHIMA-EXCH,BSC,BSC,SHOUBRA-KHIMA-EXCH,Huawei,BSC,BSC,Main Power,Cairo East,BSC,#N/A
I-MESCO,#N/A,1690CA,I-MESCO,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Gisr EL Suez,Bronze
N-COPTIC-ORG,#N/A,5016CA,N-COPTIC-ORG,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Gisr EL Suez,#N/A
N-OBOR-MN-SHP ,#N/A,5028CA,N-OBOR-MN-SHP ,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Gisr EL Suez,#N/A
N-ANWAR-FCTRY,#N/A,5032CA,N-ANWAR-FCTRY,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Shoubra,#N/A
N-BNP-NOZHA,#N/A,5035CA,N-BNP-NOZHA,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Gisr EL Suez,#N/A
N-METRO-MARKET,#N/A,5037CA,N-METRO-MARKET,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Nasr City,#N/A
N-ELMANAHRY,#N/A,5038CA,N-ELMANAHRY,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Shoubra,#N/A
N-GEHAD,#N/A,5063CA,N-GEHAD,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Gisr EL Suez,#N/A
N-WITCO,#N/A,5068CA,N-WITCO,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Gisr EL Suez,#N/A
N-NOSCO,#N/A,5071CA,N-NOSCO,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Nasr City,#N/A
N-AZMY,#N/A,5075CA,N-AZMY,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Gisr EL Suez,#N/A
N-BRIGHT-STAR,#N/A,5078CA,N-BRIGHT-STAR,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Gisr EL Suez,#N/A
N-HEGAZY-CO,#N/A,5081CA,N-HEGAZY-CO,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Gisr EL Suez,#N/A
N-AYMAN-ELECT,#N/A,5083CA,N-AYMAN-ELECT,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Nasr City,#N/A
N-KARNK,#N/A,5087CA,N-KARNK,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Shoubra,#N/A
N-RAMY-MOUNIR,#N/A,5091CA,N-RAMY-MOUNIR,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Shoubra,#N/A
N-PHLOPATER,#N/A,5101CA,N-PHLOPATER,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Shoubra,#N/A
N-GIRGIS-ANGEL,#N/A,5103CA,N-GIRGIS-ANGEL,Nano Site,#N/A,Nano Site,Main Power,Cairo East,Gisr EL Suez,#N/A
6_OCT_HUA,2G,0392UP,00771_S_0392UP_MSA,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
6_OCT_HUA,2G,0395UP,00781_G_0395UP_SOKARIA,Huawei,G,Normal,Main Power,Cairo West,October,Bronze
6_OCT_HUA,2G,0567UP,00734_S_0567UP_6OCT-DST2,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
6_OCT_HUA,2G,0229UP,00749_S_0229UP_AYA,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BOULAK-EXCH,2G,0370CA,02711_N_0370CA_ZEINENE,Huawei,N,NODAL,Main Power,Cairo West,Mohandseen,Bronze
6_OCT_HUA,2G,0250UP,00764_S_0250UP_KAFAFI,Huawei,S,Normal,Main Power,Cairo West,October,Golden
BOULAK-EXCH,2G,0886CA,02698_N_0886CA_BOLAK-DAKROR5,Huawei,N,NODAL,Main Power,Cairo West,Mohandseen,Golden
BOULAK-EXCH,2G,0348CA,02688_S_0348CA_KHEYAM,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
6_OCT_HUA,2G,0391UP,00750_S_0391UP_BASHAYER,Huawei,S,Normal,Main Power,Cairo West,October,Silver
6_OCT_HUA,2G,1021UP,00762_S_1021UP_I-CHIPSY,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BOULAK-EXCH,2G,0793CA,02687_L_0793CA_ENJOY-BARGEL,Huawei,L,VIP,EC+(1)G,Cairo West,Mohandseen,Silver
BOULAK-EXCH,2G,3221CA,02680_Z_3221CA_BOLAKDAKROR17,Huawei,Z,VIP,Main Power,Cairo West,Mohandseen,Silver
BOULAK-EXCH,2G,0014CA,02686_T_0014CA_BOLAKELDAKROR,Huawei,T,NODAL,Main Power,Cairo West,Mohandseen,Golden
BOULAK-EXCH,2G,3220CA,02703_S_3220CA_BOLAKDAKROR16,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Silver
BOULAK-EXCH,2G,0248CA,02693_N_0248CA_SAFT-LABAN,Huawei,N,NODAL,Main Power,Cairo West,Mohandseen,Golden
6_OCT_HUA,2G,0730UP,00732_S_0730UP_6OCT-6TH-DST,Huawei,S,Normal,Main Power,Cairo West,October,Golden
BOULAK-EXCH,2G,3687CA,02694_S_3687CA_SAFT-LABAN-3,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
6_OCT_HUA,2G,0568UP,00733_N_0568UP_6OCT-DAEWOO,Huawei,N,NODAL,Main Power,Cairo West,October,Golden
6_OCT_HUA,2G,0741UP,00744_S_0741UP_6OCT-IND-ZONE4,Huawei,S,Normal,Main Power,Cairo West,October,Silver
BOULAK-EXCH,2G,3688CA,02715_V_3688CA_SAFT-LABAN-4,Huawei,V,VIP,Main Power,Cairo West,Mohandseen,Silver
6_OCT_HUA,2G,2001UP,00774_S_2001UP_M-ZAMEL,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BOULAK-EXCH,2G,0885CA,02672_S_0885CA_BOLAK-DAKROR4,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Golden
BOULAK-EXCH,2G,0369CA,02696_Y_0369CA_YASREB,Huawei,Y,Normal,Main Power,Cairo West,Mohandseen,Bronze
6_OCT_HUA,2G,1036UP,01068_S_1036UP_I-CTY-ESPE-MLL,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BOULAK-EXCH,2G,3350CA,02692_Z_3350CA_SAFT-LABAN-2,Huawei,Z,VIP,Main Power,Cairo West,Mohandseen,Silver
6_OCT_HUA,2G,7010CA,00772_G_7010CA_MS-PLANT-PROJECT,Huawei,G,Normal,Main Power,Cairo West,October,Bronze
BOULAK-EXCH,2G,0691CA,02689_Z_0691CA_MASRAF-KHAYAM,Huawei,Z,VIP,Main Power,Cairo West,Mohandseen,Silver
6_OCT_HUA,2G,3487UP,00746_G_3487UP_6OCT-OMRANEYA2,Huawei,G,Normal,Main Power,Cairo West,October,Bronze
BOULAK-EXCH,2G,0883CA,02670_S_0883CA_BOLAK-DAKROR2,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
BOULAK-EXCH,2G,4003CA,02697_S_4003CA_BOLAK-DAKROR28,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
BOULAK-EXCH,2G,3699CA,02714_V_3699CA_MOTAMADYA-STH,Huawei,V,VIP,Main Power,Cairo West,Mohandseen,Silver
BOULAK-EXCH,2G,3353CA,02684_S_3353CA_BOLAKDAKROR21,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
BOULAK-EXCH,2G,3811CA,02712_V_3811CA_MEHWAR-RINGRD,Huawei,V,VIP,Main Power,Cairo West,Mohandseen,Silver
BOULAK-EXCH,2G,3281CA,02682_S_3281CA_BOLAKDAKROR19,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
BOULAK-EXCH,2G,0917CA,02668_S_0917CA_BOLAK-DAKROR10,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
BOULAK-EXCH,2G,3225CA,02681_S_3225CA_BOLAKDAKROR18,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
BOULAK-EXCH,2G,3963CA,02713_G_3963CA_MOTAMADYA-CTR2,Huawei,G,Normal,Main Power,Cairo West,Mohandseen,Bronze
BOULAK-EXCH,2G,3154CA,02676_S_3154CA_BOLAKDAKROR12,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
BOULAK-EXCH,2G,3352CA,02683_V_3352CA_BOLAKDAKROR20,Huawei,V,VIP,Main Power,Cairo West,Mohandseen,Silver
BOULAK-EXCH,2G,0888CA,02674_S_0888CA_BOLAK-DAKROR7,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
BOULAK-EXCH,2G,0884CA,02671_N_0884CA_BOLAK-DAKROR3,Huawei,N,NODAL,Main Power,Cairo West,Mohandseen,Silver
BOULAK-EXCH,2G,0362CA,02691_F_0362CA_NASR-AMINE,Huawei,F,VIP & NODAL,Main Power,Cairo West,Mohandseen,Golden
BOULAK-EXCH,2G,3153CA,02675_F_3153CA_BOLAKDAKROR11,Huawei,F,VIP & NODAL,Main Power,Cairo West,Mohandseen,Silver
6_OCT_HUA,2G,1038UP,01494_S_1038UP_I-6OCT-PG-PMPR,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BOULAK-EXCH,2G,3647CA,02832_V_3647CA_MOTAMADIA-EXT,Huawei,V,VIP,Main Power,Cairo West,Mohandseen,Silver
6_OCT_HUA,2G,4049UP,02031_S_4049UP_6OCT-PORTO,Huawei,S,Normal,(1)G,Cairo West,October,Silver
BOULAK-EXCH,2G,0624CA,02669_A_0624CA_BOLAKDAKROR22,Huawei,A,VIP & NODAL,Main Power,Cairo West,Mohandseen,Golden
6_OCT_HUA,2G,4032UP,02238_S_4032UP_6OCT-IND-ZN5-2,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BOULAK-EXCH,2G,3156CA,02679_S_3156CA_BOLAKDAKROR14,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
BOULAK-EXCH,2G,0915CA,02699_S_0915CA_BOLAK-DAKROR8,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
6_OCT_HUA,2G,4061UP,02588_S_4061UP_6OCT-IND-ZONE9,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BOULAK-EXCH,2G,0180CA,02704_S_0180CA_GUAMAT-SOUDAN,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
6_OCT_HUA,2G,0558UP,00745_V_0558UP_6OCT-NAGDA,Huawei,V,VIP,Main Power,Cairo West,October,Silver
BOULAK-EXCH,2G,3157CA,02701_S_3157CA_BOLAKDAKROR15,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Golden
BOULAK-EXCH,2G,3351CA,02708_S_3351CA_NAHIA-2,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
6_OCT_HUA,2G,0854UP,00747_G_0854UP_6OCT-PG-2,Huawei,G,Normal,(1)G,Cairo West,October,Silver
BOULAK-EXCH,2G,3538CA,02707_V_3538CA_MEHWAR-SAFT-2,Huawei,V,VIP,Main Power,Cairo West,Mohandseen,Silver
6_OCT_HUA,2G,0727UP,00742_S_0727UP_6OCT-IND-ZONE2,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BOULAK-EXCH,2G,0585CA,02705_S_0585CA_JAFAR,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
6_OCT_HUA,2G,0731UP,00741_S_0731UP_6OCT-IND-ZONE1,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BOULAK-EXCH,2G,3155CA,02677_N_3155CA_BOLAKDAKROR13,Huawei,N,NODAL,Main Power,Cairo West,Mohandseen,Golden
6_OCT_HUA,2G,3704UP,01152_G_3704UP_6OCT-IND-ZONE5,Huawei,G,Normal,(1)G,Cairo West,October,Silver
BOULAK-EXCH,2G,0341CA,02667_L_0341CA_AZBAH,Huawei,L,VIP,EC+(1)G,Cairo West,Mohandseen,Silver
6_OCT_HUA,2G,0051UP,739_N_0051UP_6OCT-IND-STH,Huawei,N,NODAL,Main Power,Cairo West,October,Golden
6_OCT_HUA,2G,0734UP,00743_S_0734UP_6OCT-IND-ZONE-3,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BOULAK-EXCH,2G,0075CA,02710_S_0075CA_SOUDAN,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
BOULAK-EXCH,2G,4005CA,02666_S_4005CA_KFR-TOHORMOS-6,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
6_OCT_HUA,2G,1052UP,02936_S_1052UP_6OCT-I-UNIN-AR,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BOULAK-EXCH,2G,0574CA,02709_S_0574CA_NAHIA,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Golden
6_OCT_HUA,2G,1065UP,03406_S_1065UP_6OCT-I-UNVRSAL,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BOULAK-EXCH,2G,0594CA,02690_S_0594CA_MOTAMADIA,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
BADRASHEN-EXCH,2G,0861CA,02999_S_0861CA_BADRASHEEN2,Huawei,S,Normal,Main Power,Cairo West,Maadi,Silver
6_OCT_HUA,2G,0566UP,00736_N_0566UP_6OCT-IND,Huawei,N,NODAL,Main Power,Cairo West,October,Golden
BOULAK-EXCH,2G,3985CA,03045_S_3985CA_MASRF-KHAYAM3,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
6_OCT_HUA,2G,0053UP,737_W_0053UP_6OCT-IND-NTH,Huawei,W,VIP & NODAL,Main Power,Cairo West,October,Golden
BADRASHEN-EXCH,2G,3189CA,03008_S_3189CA_MARAZEEK,Huawei,S,Normal,Main Power,Cairo West,Maadi,Golden
BOULAK-EXCH,2G,0887CA,02673_V_0887CA_BOLAK-DAKROR6,Huawei,V,VIP,Main Power,Cairo West,Mohandseen,Golden
BADRASHEN-EXCH,2G,3544CA,03011_S_3544CA_TARFYA-VLG,Huawei,S,Normal,Main Power,Cairo West,Maadi,Silver
6_OCT_HUA,2G,0668UP,00738_S_0668UP_6OCT-IND-NTH2,Huawei,S,Normal,Main Power,Cairo West,October,Silver
BOULAK-EXCH,2G,0916CA,02700_V_0916CA_BOLAK-DAKROR9,Huawei,V,VIP,Main Power,Cairo West,Mohandseen,Silver
BADRASHEN-EXCH,2G,3996CA,03006_S_3996CA_KFR-ALLOU3,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
BOULAK-EXCH,2G,2216CA,02706_S_2216CA_M-MONA,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
6_OCT_HUA,2G,0230UP,00740_S_0230UP_6OCT-IND-WST,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BOULAK-EXCH,2G,0489CA,02695_S_0489CA_THARWAT,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
BADRASHEN-EXCH,2G,0005UP,03016_S_0005UP_TEBBIN,Huawei,S,Normal,Main Power,Cairo West,Maadi,Golden
6_OCT_HUA,2G,1043UP,01350_S_1043UP_6OCT-LOGSTCA,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BADRASHEN-EXCH,2G,0309CA,02990_N_0309CA_KFR-ALLOU,Huawei,N,NODAL,Main Power,Cairo West,Maadi,Silver
6_OCT_HUA,2G,0220UP,00777_S_0220UP_PG,Huawei,S,Normal,Main Power,Cairo West,October,Silver
BADRASHEN-EXCH,2G,0550UP,02991_G_0550UP_TEBBIN1,Huawei,G,Normal,(1)G,Cairo West,Maadi,Silver
BADRASHEN-EXCH,2G,0892CA,02993_G_0892CA_KFR-ALLOU1,Huawei,G,Normal,(1)G,Cairo West,Maadi,Silver
BADRASHEN-EXCH,2G,3174CA,02992_S_3174CA_KFR-ALLOU-EST,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
6_OCT_HUA,2G,0740UP,00730_S_0740UP_6OCT-4TH-RSD-2,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BADRASHEN-EXCH,2G,3992CA,03005_S_3992CA_TEBEN-ELECT-CMPNY,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
BADRASHEN-EXCH,2G,0766UP,03004_S_0766UP_KFR-ELSHORFA,Huawei,S,Normal,Main Power,Cairo West,Maadi,Silver
6_OCT_HUA,2G,0732UP,00731_S_0732UP_6OCT-5TH-DST-2,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
6_OCT_HUA,2G,0733UP,00840_S_0733UP_6OCT-11TH-RSD,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
6_OCT_HUA,2G,0425UP,00728_S_0425UP_4TH-RSD,Huawei,S,Normal,Main Power,Cairo West,October,Golden
BADRASHEN-EXCH,2G,0243UP,03012_G_0243UP_MAZGHUNA-NTH,Huawei,G,Normal,(1)G,Cairo West,Maadi,Silver
6_OCT_HUA,2G,0735UP,00748_G_0735UP_6OCT-SHABAB-DST,Huawei,G,Normal,(1)G,Cairo West,October,Silver
BADRASHEN-EXCH,2G,0499UP,02997_S_0499UP_MANSHYT-DHSHOR,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
6_OCT_HUA,2G,4031UP,02237_S_4031UP_6OCT-4TH-RSD3,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
6_OCT_HUA,2G,0237UP,766_H_0237UP_KORDY,Huawei,H,NODAL,(1)G,Cairo West,October,Golden
6_OCT_HUA,2G,0227UP,00779_S_0227UP_REFAAI,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BADRASHEN-EXCH,2G,0011CA,02998_N_0011CA_BADRASHEEN,Huawei,N,NODAL,Main Power,Cairo West,Maadi,Golden
6_OCT_HUA,2G,0728UP,00735_S_0728UP_6OCT-ESAAF-ST,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
6_OCT_HUA,2G,0742UP,00729_S_0742UP_6OCT-12-DST,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
6_OCT_HUA,2G,0389UP,00776_S_0389UP_NOUR-IND,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BADRASHEN-EXCH,2G,3202UP,03017_S_3202UP_TEBBIN-ENT,Huawei,S,Normal,Main Power,Cairo West,Maadi,Silver
BADRASHEN-EXCH,2G,3603CA,03020_S_3603CA_GZ-SHINBAB,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
6_OCT_HUA,2G,3766CA,03239_S_3766CA_6OCT-ARAMEX,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
6_OCT_HUA,2G,1073UP,03268_S_1073UP_6OCT-I-UNIMEX,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BADRASHEN-EXCH,2G,0491UP,03029_V_0491UP_R-HLWN-KRIMAT2,Huawei,V,VIP,(1)G,Cairo West,Maadi,Silver
6_OCT_HUA,2G,2039UP,03280_O_2039UP_6OCT-M-GAMA,Huawei,O,OFFAIR,Main Power,Cairo West,October,Bronze
6_OCT_HUA,2G,1088UP,03383_S_1088UP_6OCT-I-VENUS,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
BADRASHEN-EXCH,2G,3536CA,03010_S_3536CA_FERTILIZER,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
BADRASHEN-EXCH,2G,3418UP,03019_S_3418UP_GZ-SHOBK-SHRQY,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
BADRASHEN-EXCH,2G,3498CA,03014_S_3498CA_BADRASHEEN-3,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
BADRASHEN-EXCH,2G,3190CA,03015_S_3190CA_SHOUBAK-GHARBY,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
BADRASHEN-EXCH,2G,3313CA,02994_S_3313CA_HELWAN-END-RD,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
BADRASHEN-EXCH,2G,3641CA,02995_S_3641CA_KHALDA-DAHSHOR,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
BADRASHEN-EXCH,2G,0490UP,03028_G_0490UP_HLWN-KRIMAT1,Huawei,G,Normal,Main Power,Cairo West,Maadi,Silver
BADRASHEN-EXCH,2G,3382UP,03021_S_3382UP_GZ-ABU-ROWISH,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
BADRASHEN-EXCH,2G,3652UP,03132_S_3652UP_GZ-DENAWIAH,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
EL_RIMAYA_EX,2G,3712CA,01346_S_3712CA_NAZLET-SEMMAN,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
EL_RIMAYA_EX,2G,0424UP,00116_S_0424UP_HADAYAA-AHRAM2,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Silver
EL_RIMAYA_EX,2G,0889UP,00118_S_0889UP_HADAYA-AHRAM-5,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Golden
EL_RIMAYA_EX,2G,0871CA,00119_V_0871CA_HARAM-PS,Huawei,V,VIP,Main Power,Cairo West,Mohandseen,Silver
EL_RIMAYA_EX,2G,0350CA,00126_N_0350CA_MANSOURAYAH,Huawei,N,NODAL,Main Power,Cairo West,Mohandseen,Bronze
EL_RIMAYA_EX,2G,0738UP,00117_N_0738UP_HADAYA-AHRAM-3,Huawei,N,NODAL,Main Power,Cairo West,Mohandseen,Golden
EL_RIMAYA_EX,2G,0468CA,00129_N_0468CA_MINA-HOUSE,Huawei,N,NODAL,Main Power,Cairo West,Mohandseen,Golden
EL_RIMAYA_EX,2G,0828CA,00128_S_0828CA_MASHAAL,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
EL_RIMAYA_EX,2G,0561CA,00113_S_0561CA_AHMED-KHALIL,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
EL_RIMAYA_EX,2G,0042CA,00127_F_0042CA_MARYOTYA,Huawei,F,VIP & NODAL,Main Power,Cairo West,Mohandseen,Silver
EL_RIMAYA_EX,2G,0612CA,00120_Z_0612CA_INTRCNT-PYRMDS,Huawei,Z,VIP,Main Power,Cairo West,Mohandseen,Silver
EL_RIMAYA_EX,2G,3231CA,00124_A_3231CA_SS-KFR-ATATY,Huawei,A,VIP & NODAL,Main Power,Cairo West,Mohandseen,Golden
EL_RIMAYA_EX,2G,0787CA,00140_Z_0787CA_SHISHINY,Huawei,Z,VIP,Main Power,Cairo West,Mohandseen,Silver
EL_RIMAYA_EX,2G,3372CA,00130_S_3372CA_MNSHT-BKARY4,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
